# exported by xylib from a canberra_cnf file

### block #0 3Au103p5
# date and time: Thu, 2016-01-28 07:27:43
# description: 3Au103p5
# energy calib 0: -1.396389
# energy calib 1: 0.5939637
# energy calib 2: 0
# live time (s): 496.74
# real time (s): 503.21
# column_1	column_2
-0.802425	0.000000
-0.208461	0.000000
0.385502	1.000000
0.979466	1.000000
1.573430	0.000000
2.167393	0.000000
2.761357	3.000000
3.355321	138.000000
3.949284	231.000000
4.543248	254.000000
5.137212	236.000000
5.731176	278.000000
6.325139	288.000000
6.919103	312.000000
7.513067	355.000000
8.107030	731.000000
8.700994	1375.000000
9.294958	839.000000
9.888921	1105.000000
10.482885	1915.000000
11.076849	961.000000
11.670812	441.000000
12.264776	536.000000
12.858740	438.000000
13.452703	331.000000
14.046667	311.000000
14.640631	263.000000
15.234594	273.000000
15.828558	249.000000
16.422522	249.000000
17.016486	238.000000
17.610449	262.000000
18.204413	246.000000
18.798377	264.000000
19.392340	264.000000
19.986304	246.000000
20.580268	249.000000
21.174231	265.000000
21.768195	273.000000
22.362159	282.000000
22.956122	272.000000
23.550086	248.000000
24.144050	244.000000
24.738013	255.000000
25.331977	274.000000
25.925941	260.000000
26.519904	267.000000
27.113868	286.000000
27.707832	257.000000
28.301795	258.000000
28.895759	251.000000
29.489723	309.000000
30.083687	272.000000
30.677650	317.000000
31.271614	276.000000
31.865578	291.000000
32.459541	285.000000
33.053505	295.000000
33.647469	297.000000
34.241432	244.000000
34.835396	282.000000
35.429360	282.000000
36.023323	288.000000
36.617287	260.000000
37.211251	259.000000
37.805214	291.000000
38.399178	268.000000
38.993142	295.000000
39.587105	258.000000
40.181069	276.000000
40.775033	283.000000
41.368997	319.000000
41.962960	271.000000
42.556924	287.000000
43.150888	295.000000
43.744851	310.000000
44.338815	297.000000
44.932779	303.000000
45.526742	322.000000
46.120706	338.000000
46.714670	345.000000
47.308633	348.000000
47.902597	316.000000
48.496561	360.000000
49.090524	364.000000
49.684488	359.000000
50.278452	402.000000
50.872415	417.000000
51.466379	387.000000
52.060343	413.000000
52.654306	455.000000
53.248270	494.000000
53.842234	520.000000
54.436198	544.000000
55.030161	619.000000
55.624125	607.000000
56.218089	585.000000
56.812052	707.000000
57.406016	684.000000
57.999980	647.000000
58.593943	709.000000
59.187907	663.000000
59.781871	663.000000
60.375834	622.000000
60.969798	684.000000
61.563762	695.000000
62.157725	687.000000
62.751689	693.000000
63.345653	750.000000
63.939616	965.000000
64.533580	4082.000000
65.127544	7547.000000
65.721507	3906.000000
66.315471	10363.000000
66.909435	19241.000000
67.503399	7488.000000
68.097362	5203.000000
68.691326	13343.000000
69.285290	7219.000000
69.879253	1199.000000
70.473217	904.000000
71.067181	900.000000
71.661144	518.000000
72.255108	613.000000
72.849072	859.000000
73.443035	577.000000
74.036999	579.000000
74.630963	1501.000000
75.224926	3768.000000
75.818890	4044.000000
76.412854	1596.000000
77.006817	1976.000000
77.600781	4987.000000
78.194745	4392.000000
78.788709	1316.000000
79.382672	721.000000
79.976636	1578.000000
80.570600	1363.000000
81.164563	537.000000
81.758527	324.000000
82.352491	320.000000
82.946454	356.000000
83.540418	325.000000
84.134382	464.000000
84.728345	650.000000
85.322309	572.000000
85.916273	342.000000
86.510236	361.000000
87.104200	391.000000
87.698164	394.000000
88.292127	327.000000
88.886091	320.000000
89.480055	303.000000
90.074018	337.000000
90.667982	309.000000
91.261946	322.000000
91.855910	291.000000
92.449873	364.000000
93.043837	303.000000
93.637801	333.000000
94.231764	345.000000
94.825728	317.000000
95.419692	328.000000
96.013655	337.000000
96.607619	337.000000
97.201583	338.000000
97.795546	363.000000
98.389510	409.000000
98.983474	494.000000
99.577437	391.000000
100.171401	336.000000
100.765365	342.000000
101.359328	347.000000
101.953292	341.000000
102.547256	367.000000
103.141219	337.000000
103.735183	330.000000
104.329147	379.000000
104.923111	351.000000
105.517074	366.000000
106.111038	380.000000
106.705002	334.000000
107.298965	365.000000
107.892929	323.000000
108.486893	361.000000
109.080856	346.000000
109.674820	389.000000
110.268784	371.000000
110.862747	393.000000
111.456711	379.000000
112.050675	366.000000
112.644638	384.000000
113.238602	375.000000
113.832566	373.000000
114.426529	364.000000
115.020493	332.000000
115.614457	358.000000
116.208421	350.000000
116.802384	373.000000
117.396348	366.000000
117.990312	359.000000
118.584275	361.000000
119.178239	323.000000
119.772203	313.000000
120.366166	361.000000
120.960130	325.000000
121.554094	365.000000
122.148057	337.000000
122.742021	343.000000
123.335985	333.000000
123.929948	362.000000
124.523912	351.000000
125.117876	325.000000
125.711839	341.000000
126.305803	346.000000
126.899767	346.000000
127.493730	359.000000
128.087694	328.000000
128.681658	319.000000
129.275622	307.000000
129.869585	337.000000
130.463549	335.000000
131.057513	338.000000
131.651476	332.000000
132.245440	343.000000
132.839404	310.000000
133.433367	347.000000
134.027331	351.000000
134.621295	336.000000
135.215258	370.000000
135.809222	371.000000
136.403186	371.000000
136.997149	440.000000
137.591113	688.000000
138.185077	518.000000
138.779040	349.000000
139.373004	332.000000
139.966968	335.000000
140.560932	336.000000
141.154895	339.000000
141.748859	350.000000
142.342823	329.000000
142.936786	344.000000
143.530750	338.000000
144.124714	347.000000
144.718677	380.000000
145.312641	364.000000
145.906605	345.000000
146.500568	584.000000
147.094532	3209.000000
147.688496	9060.000000
148.282459	5775.000000
148.876423	996.000000
149.470387	340.000000
150.064350	376.000000
150.658314	313.000000
151.252278	353.000000
151.846241	347.000000
152.440205	327.000000
153.034169	346.000000
153.628133	368.000000
154.222096	324.000000
154.816060	372.000000
155.410024	388.000000
156.003987	357.000000
156.597951	355.000000
157.191915	363.000000
157.785878	401.000000
158.379842	366.000000
158.973806	371.000000
159.567769	381.000000
160.161733	373.000000
160.755697	358.000000
161.349660	346.000000
161.943624	402.000000
162.537588	403.000000
163.131551	394.000000
163.725515	383.000000
164.319479	436.000000
164.913442	369.000000
165.507406	389.000000
166.101370	380.000000
166.695334	378.000000
167.289297	436.000000
167.883261	1090.000000
168.477225	1519.000000
169.071188	697.000000
169.665152	375.000000
170.259116	328.000000
170.853079	384.000000
171.447043	386.000000
172.041007	374.000000
172.634970	344.000000
173.228934	361.000000
173.822898	357.000000
174.416861	416.000000
175.010825	415.000000
175.604789	411.000000
176.198752	363.000000
176.792716	366.000000
177.386680	383.000000
177.980644	333.000000
178.574607	316.000000
179.168571	356.000000
179.762535	356.000000
180.356498	327.000000
180.950462	330.000000
181.544426	329.000000
182.138389	326.000000
182.732353	323.000000
183.326317	346.000000
183.920280	322.000000
184.514244	292.000000
185.108208	307.000000
185.702171	381.000000
186.296135	347.000000
186.890099	493.000000
187.484062	2143.000000
188.078026	6323.000000
188.671990	4468.000000
189.265953	867.000000
189.859917	335.000000
190.453881	320.000000
191.047845	324.000000
191.641808	359.000000
192.235772	357.000000
192.829736	296.000000
193.423699	342.000000
194.017663	287.000000
194.611627	328.000000
195.205590	293.000000
195.799554	304.000000
196.393518	289.000000
196.987481	322.000000
197.581445	304.000000
198.175409	295.000000
198.769372	282.000000
199.363336	287.000000
199.957300	296.000000
200.551263	301.000000
201.145227	283.000000
201.739191	303.000000
202.333154	318.000000
202.927118	279.000000
203.521082	289.000000
204.115046	291.000000
204.709009	295.000000
205.302973	285.000000
205.896937	262.000000
206.490900	277.000000
207.084864	257.000000
207.678828	251.000000
208.272791	251.000000
208.866755	264.000000
209.460719	236.000000
210.054682	228.000000
210.648646	237.000000
211.242610	219.000000
211.836573	240.000000
212.430537	217.000000
