# exported by xylib from a canberra_cnf file

### block #0 3Au103p5
# date and time: Thu, 2016-01-28 17:36:01
# description: 3Au103p5
# energy calib 0: -1.396389
# energy calib 1: 0.5939637
# energy calib 2: 0
# live time (s): 6891.08
# real time (s): 6938.53
# column_1	column_2
-0.802425	1.000000
-0.208461	2.000000
0.385502	51.000000
0.979466	35.000000
1.573430	42.000000
2.167393	30.000000
2.761357	160.000000
3.355321	1145.000000
3.949284	1342.000000
4.543248	1417.000000
5.137212	1669.000000
5.731176	2460.000000
6.325139	3331.000000
6.919103	4309.000000
7.513067	3094.000000
8.107030	1890.000000
8.700994	1526.000000
9.294958	1576.000000
9.888921	1408.000000
10.482885	1155.000000
11.076849	1152.000000
11.670812	1095.000000
12.264776	1072.000000
12.858740	1057.000000
13.452703	1071.000000
14.046667	1099.000000
14.640631	1171.000000
15.234594	1132.000000
15.828558	1122.000000
16.422522	1077.000000
17.016486	1088.000000
17.610449	1054.000000
18.204413	982.000000
18.798377	1079.000000
19.392340	1090.000000
19.986304	1095.000000
20.580268	1126.000000
21.174231	1361.000000
21.768195	1325.000000
22.362159	1142.000000
22.956122	1028.000000
23.550086	1185.000000
24.144050	1196.000000
24.738013	1203.000000
25.331977	1152.000000
25.925941	1177.000000
26.519904	1161.000000
27.113868	1140.000000
27.707832	1154.000000
28.301795	1192.000000
28.895759	1104.000000
29.489723	1181.000000
30.083687	1245.000000
30.677650	1183.000000
31.271614	1274.000000
31.865578	1206.000000
32.459541	1280.000000
33.053505	1358.000000
33.647469	1324.000000
34.241432	1258.000000
34.835396	1357.000000
35.429360	1406.000000
36.023323	1517.000000
36.617287	1681.000000
37.211251	2073.000000
37.805214	2996.000000
38.399178	3486.000000
38.993142	3783.000000
39.587105	2623.000000
40.181069	2243.000000
40.775033	2624.000000
41.368997	2988.000000
41.962960	3347.000000
42.556924	3834.000000
43.150888	3977.000000
43.744851	4440.000000
44.338815	4636.000000
44.932779	5186.000000
45.526742	5790.000000
46.120706	5974.000000
46.714670	7423.000000
47.308633	32779.000000
47.902597	123225.000000
48.496561	185441.000000
49.090524	209344.000000
49.684488	61757.000000
50.278452	14145.000000
50.872415	10687.000000
51.466379	4297.000000
52.060343	3010.000000
52.654306	2855.000000
53.248270	2865.000000
53.842234	3585.000000
54.436198	9062.000000
55.030161	44145.000000
55.624125	71418.000000
56.218089	30126.000000
56.812052	38532.000000
57.406016	30262.000000
57.999980	6246.000000
58.593943	2357.000000
59.187907	2345.000000
59.781871	1744.000000
60.375834	1489.000000
60.969798	1481.000000
61.563762	1540.000000
62.157725	1673.000000
62.751689	2241.000000
63.345653	2307.000000
63.939616	1763.000000
64.533580	1812.000000
65.127544	1936.000000
65.721507	1757.000000
66.315471	1637.000000
66.909435	1712.000000
67.503399	1748.000000
68.097362	1716.000000
68.691326	1677.000000
69.285290	1648.000000
69.879253	1816.000000
70.473217	1854.000000
71.067181	1754.000000
71.661144	1994.000000
72.255108	3170.000000
72.849072	4285.000000
73.443035	2705.000000
74.036999	2628.000000
74.630963	5633.000000
75.224926	5854.000000
75.818890	2497.000000
76.412854	2134.000000
77.006817	2291.000000
77.600781	2090.000000
78.194745	1977.000000
78.788709	2122.000000
79.382672	3802.000000
79.976636	4724.000000
80.570600	3109.000000
81.164563	2218.000000
81.758527	2108.000000
82.352491	2049.000000
82.946454	2190.000000
83.540418	2396.000000
84.134382	3295.000000
84.728345	4012.000000
85.322309	3102.000000
85.916273	2233.000000
86.510236	2324.000000
87.104200	2729.000000
87.698164	2577.000000
88.292127	2268.000000
88.886091	2143.000000
89.480055	2155.000000
90.074018	2139.000000
