# exported by xylib from a canberra_cnf file

### block #0 3Au103p5
# date and time: Mon, 2016-02-01 21:31:34
# description: 3Au103p5
# energy calib 0: -1.396389
# energy calib 1: 0.5939637
# energy calib 2: 0
# live time (s): 39972.55
# real time (s): 40213.62
# column_1	column_2
-0.802425	3.000000
-0.208461	15.000000
0.385502	341.000000
0.979466	67.000000
1.573430	35.000000
2.167393	18.000000
2.761357	711.000000
3.355321	5164.000000
3.949284	6064.000000
4.543248	6458.000000
5.137212	7338.000000
5.731176	11075.000000
6.325139	14634.000000
6.919103	18858.000000
7.513067	13585.000000
8.107030	8553.000000
8.700994	7037.000000
9.294958	7960.000000
9.888921	7605.000000
10.482885	5614.000000
11.076849	5443.000000
11.670812	5561.000000
12.264776	5452.000000
12.858740	5245.000000
13.452703	5198.000000
14.046667	5137.000000
14.640631	5253.000000
15.234594	5317.000000
15.828558	5238.000000
16.422522	5179.000000
17.016486	5131.000000
17.610449	5224.000000
18.204413	5329.000000
18.798377	5244.000000
19.392340	5324.000000
19.986304	5249.000000
20.580268	5404.000000
21.174231	6108.000000
21.768195	6382.000000
22.362159	5312.000000
22.956122	5285.000000
23.550086	5414.000000
24.144050	5570.000000
24.738013	5709.000000
25.331977	5466.000000
25.925941	5655.000000
26.519904	5396.000000
27.113868	5389.000000
27.707832	5556.000000
28.301795	5549.000000
28.895759	5525.000000
29.489723	5743.000000
30.083687	5541.000000
30.677650	5501.000000
31.271614	5702.000000
31.865578	5890.000000
32.459541	6188.000000
33.053505	6411.000000
33.647469	6065.000000
34.241432	6058.000000
34.835396	6129.000000
35.429360	6550.000000
36.023323	6886.000000
36.617287	7594.000000
37.211251	9238.000000
37.805214	13315.000000
38.399178	15134.000000
38.993142	16912.000000
39.587105	12010.000000
40.181069	10242.000000
40.775033	11859.000000
41.368997	13424.000000
41.962960	14720.000000
42.556924	16294.000000
43.150888	17724.000000
43.744851	19188.000000
44.338815	20173.000000
44.932779	21754.000000
45.526742	24326.000000
46.120706	25419.000000
46.714670	31953.000000
47.308633	138119.000000
47.902597	521889.000000
48.496561	787787.000000
49.090524	888947.000000
49.684488	263190.000000
50.278452	60184.000000
50.872415	45118.000000
51.466379	18446.000000
52.060343	13490.000000
52.654306	12937.000000
53.248270	11926.000000
53.842234	12766.000000
54.436198	30189.000000
55.030161	176775.000000
55.624125	287678.000000
56.218089	120959.000000
56.812052	161996.000000
57.406016	130578.000000
57.999980	27268.000000
58.593943	11026.000000
59.187907	10907.000000
59.781871	8014.000000
60.375834	7011.000000
60.969798	7296.000000
61.563762	7298.000000
62.157725	7414.000000
62.751689	7860.000000
63.345653	8287.000000
63.939616	7924.000000
64.533580	8028.000000
65.127544	8280.000000
65.721507	8116.000000
66.315471	8001.000000
66.909435	8236.000000
67.503399	8413.000000
68.097362	8367.000000
68.691326	8447.000000
69.285290	8628.000000
69.879253	8696.000000
70.473217	8878.000000
71.067181	9016.000000
71.661144	9736.000000
72.255108	15846.000000
72.849072	20999.000000
73.443035	13243.000000
74.036999	13180.000000
74.630963	27957.000000
75.224926	27810.000000
75.818890	12430.000000
76.412854	10727.000000
77.006817	12405.000000
77.600781	10876.000000
78.194745	9565.000000
78.788709	10361.000000
79.382672	19355.000000
79.976636	23995.000000
80.570600	13093.000000
81.164563	9892.000000
81.758527	9875.000000
82.352491	9896.000000
82.946454	10286.000000
83.540418	11467.000000
84.134382	16166.000000
84.728345	19582.000000
85.322309	15319.000000
85.916273	11144.000000
86.510236	11370.000000
87.104200	13637.000000
87.698164	13083.000000
88.292127	10911.000000
88.886091	10418.000000
89.480055	10620.000000
90.074018	10564.000000
90.667982	10247.000000
91.261946	10217.000000
91.855910	10187.000000
92.449873	10471.000000
93.043837	10161.000000
93.637801	9695.000000
94.231764	9241.000000
94.825728	9207.000000
95.419692	9101.000000
96.013655	9086.000000
96.607619	9086.000000
97.201583	9204.000000
97.795546	9325.000000
98.389510	10041.000000
98.983474	14293.000000
99.577437	14853.000000
100.171401	10050.000000
100.765365	8868.000000
101.359328	8642.000000
101.953292	8632.000000
102.547256	8797.000000
103.141219	8736.000000
103.735183	8889.000000
104.329147	8875.000000
